,SampleID,Site,Room.Type,Start.Date,SamplerStart,CollectionDate,SamplerEnd,Entry,SamplerNumber,Cartridge,Location,CollectionMethod,Notes,Flushed.Toilets,occupiedrooms,stack.n,wing.n,building.n,s.wing.n,source.rooms,Runtime,N,ORF1ab,S,MS2,Result,ct,X,X.1,LogCopiesPerL,lab,DayCount,floor,Day
676,E656,Barnhart,Indoors,NA,NA,4/15/2021,908,20,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,3,21,25,NA,NA,29.8,31.2,No Amp,29,Positive (2/3),33.7,NA,,,uo,24,lobby,66
677,E657,Barnhart,Indoors,NA,NA,4/15/2021,909,20,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,3,21,25,NA,NA,30.8,No Amp,No Amp,27.2,Negative,36.9,NA,,,uo,24,lobby,66
678,E658,Barnhart,Indoors,NA,NA,4/15/2021,910,20,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,3,21,25,NA,NA,No Amp,No Amp,No Amp,27,Negative,40,NA,,,uo,24,positive,66
679,E659,Barnhart,Indoors,NA,NA,4/15/2021,911,20,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,3,21,25,NA,NA,30.3,30.9,No Amp,27.6,Positive (2/3),33.8,NA,,,uo,24,positive,66
680,E660,Barnhart,Indoors,NA,NA,4/15/2021,912,20,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,3,21,25,NA,NA,30.4,31.3,No Amp,29,Positive (2/3),33.9,NA,,,uo,24,positive,66
681,E661,Barnhart,Indoors,NA,NA,4/15/2021,913,20,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,3,21,25,NA,NA,29.8,30,32.6,26.7,Positive (3/3),30.8,NA,,,uo,24,positive,66
682,E662,Barnhart,Indoors,NA,NA,4/15/2021,914,20,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,3,21,25,NA,NA,34.1,No Amp,No Amp,26.8,Negative,38,NA,,,uo,24,positive,66
683,E663,Barnhart,Indoors,NA,NA,4/15/2021,915,20,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,3,21,25,NA,NA,No Amp,33.1,No Amp,26.6,Negative,37.7,NA,,,uo,24,lobby,66
684,E664,Barnhart,Indoors,NA,NA,4/15/2021,916,20,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,3,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,uo,24,traced,66
685,E665,Barnhart,Indoors,NA,NA,4/15/2021,917,20,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,3,21,25,NA,NA,No Amp,No Amp,No Amp,27.6,Negative,40,NA,,,uo,24,traced,66
686,E666,Barnhart,Indoors,NA,NA,4/15/2021,918,20,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,3,21,25,NA,NA,33.7,No Amp,No Amp,27.4,Negative,37.9,NA,,,uo,24,traced,66
687,E667,Barnhart,Indoors,NA,NA,4/15/2021,920,20,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,3,21,25,NA,NA,No Amp,No Amp,No Amp,26.8,Negative,40,NA,,,uo,24,traced,66
688,E668,Barnhart,Port,NA,NA,4/15/2021,950,24,5,NA,Port #26,Swab,NA,NA,202,1,3,21,25,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,27.1,Negative,40,NA,,,uo,24,,66
689,E669,Barnhart,Roof,4/14/2021,1016,4/15/2021,952,24,5,I,Exhaust #26,PUF,NA,NA,202,1,3,21,25,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,26.8,Negative,40,NA,,,uo,24,,66
690,E670,Barnhart,Port,NA,NA,4/15/2021,954,24,7,NA,Port #27,Swab,NA,NA,NA,0,3,21,25,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,26.8,Negative,40,NA,,,uo,24,,66
691,E671,Barnhart,Roof,4/14/2021,1018,4/15/2021,955,24,7,K,Exhaust #27,PUF,NA,NA,NA,0,3,21,25,"101, 106, 204, 304, 404, 504, 604, 704",NA,No Amp,No Amp,No Amp,28.7,Negative,40,NA,,,uo,24,,66
692,E672,Barnhart,Port,NA,NA,4/15/2021,956,24,9,NA,Port #30,Swab,NA,NA,NA,0,3,21,25,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,26.7,Negative,40,NA,,,uo,24,,66
693,E673,Barnhart,Roof,4/14/2021,1020,4/15/2021,957,24,9,Z,Exhaust #30,PUF,NA,NA,NA,0,3,21,25,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,31.1,No Amp,No Amp,23.7,Negative,37,NA,,,uo,24,,66
694,E674,Barnhart,Port,NA,NA,4/15/2021,958,24,8,NA,Port #31,Swab,NA,NA,NA,0,3,21,25,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,31.2,31.7,No Amp,29.7,Positive (2/3),34.3,NA,,,uo,24,,66
695,E675,Barnhart,Roof,4/14/2021,1023,4/15/2021,959,24,8,F,Exhaust #31,PUF,NA,NA,NA,0,3,21,25,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,33.1,33.6,No Amp,26.6,Positive (2/3),35.6,NA,,,uo,24,,66
696,E676,Barnhart,Port,NA,NA,4/15/2021,1000,24,1,NA,Port #34,Swab,NA,NA,216,1,3,21,25,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,28.4,Negative,40,NA,,,uo,24,,66
697,E677,Barnhart,Roof,4/14/2021,1024,4/15/2021,1001,24,1,H,Exhaust #34,PUF,NA,NA,216,1,3,21,25,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,28.2,28.8,25.2,26.6,Positive (3/3),27.4,NA,,,uo,24,,66
698,E678,Barnhart,Port,NA,NA,4/15/2021,1002,24,4,NA,Port #32,Swab,NA,NA,NA,0,3,21,25,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.4,No Amp,No Amp,27.6,Negative,37.5,NA,,,uo,24,,66
699,E679,Barnhart,Roof,4/14/2021,1026,4/15/2021,1003,24,4,G,Exhaust #32,PUF,NA,NA,NA,0,3,21,25,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,34,No Amp,No Amp,26.6,Negative,38,NA,,,uo,24,,66
700,E680,Barnhart,Port,NA,NA,4/15/2021,1004,24,3,NA,Port #29,Swab,NA,NA,105,1,3,21,25,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,27.4,Negative,40,NA,,,uo,24,,66
701,E681,Barnhart,Roof,4/14/2021,1028,4/15/2021,1003,24,3,C,Exhaust #29,PUF,NA,NA,105,1,3,21,25,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,31.3,30.7,No Amp,27,Positive (2/3),34,NA,,,uo,24,,66
702,E682,Barnhart,Roof,4/14/2021,1030,4/15/2021,1005,24,2,T,Exhaust #38 & #39,PUF,NA,NA,NA,0,3,21,25,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,33.3,No Amp,No Amp,26.4,Negative,37.8,NA,,,uo,24,,66
703,UOR04152021,Barnhart,Shop,4/14/2021,925,4/15/2021,810,23,NA,NA,North Cleanout,25 ml/10 minutes,NA,NA,NA,,3,21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,,5.408,osu,24,,66
704,E683,Barnhart,Port,NA,NA,4/16/2021,1305,25,5,NA,Port #26,Swab,NA,NA,"202, 402",1,10,29,27,"202, 302, 402, 502, 602, 702",NA,No Amp,No Amp,No Amp,27,Negative,40,NA,,,uo,25,,67
705,E684,Barnhart,Roof,4/15/2021,952,4/16/2021,1306,25,5,I,Exhaust #26,PUF,NA,NA,"202, 402",2,10,29,27,"202, 302, 402, 502, 602, 702",NA,NA,NA,NA,NA,NA,40,NA,,,uo,25,,67
706,E685,Barnhart,Port,NA,NA,4/16/2021,1307,25,7,NA,Port #27,Swab,NA,NA,204,1,10,29,27,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.4,No Amp,No Amp,28.8,Negative,37.1,NA,,,uo,25,,67
707,E686,Barnhart,Roof,4/15/2021,955,4/16/2021,1308,25,7,K,Exhaust #27,PUF,NA,NA,204,1,10,29,27,"101, 106, 204, 304, 404, 504, 604, 704",NA,31.3,No Amp,No Amp,27.5,Negative,37.1,NA,,,uo,25,,67
708,E687,Barnhart,Port,NA,NA,4/16/2021,1309,25,9,NA,Port #30,Swab,NA,NA,206,1,10,29,27,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,No Amp,No Amp,No Amp,27.2,Negative,40,NA,,,uo,25,,67
709,E688,Barnhart,Roof,4/15/2021,957,4/16/2021,1310,25,9,Z,Exhaust #30,PUF,NA,NA,206,1,10,29,27,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,29.5,30.4,23.8,27.4,Positive (3/3),27.9,NA,,,uo,25,,67
710,E689,Barnhart,Port,NA,NA,4/16/2021,1311,25,8,NA,Port #31,Swab,NA,NA,NA,0,10,29,27,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,No Amp,No Amp,No Amp,27.3,Negative,40,NA,,,uo,25,,67
711,E690,Barnhart,Roof,4/15/2021,959,4/16/2021,1312,25,8,F,Exhaust #31,PUF,NA,NA,NA,0,10,29,27,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,30.7,31.8,No Amp,26.9,Positive (2/3),34.2,NA,,,uo,25,,67
712,E691,Barnhart,Port,NA,NA,4/16/2021,1313,25,1,NA,Port #34,Swab,NA,NA,216,1,10,29,27,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,No Amp,No Amp,No Amp,27.1,Negative,40,NA,,,uo,25,,67
713,E692,Barnhart,Roof,4/15/2021,1001,4/16/2021,1314,25,1,H,Exhaust #34,PUF,NA,NA,216,1,10,29,27,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,32,No Amp,No Amp,27.1,Negative,37.3,NA,,,uo,25,,67
714,E693,Barnhart,Port,NA,NA,4/16/2021,1315,25,4,NA,Port #32,Swab,NA,NA,NA,0,10,29,27,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,No Amp,No Amp,No Amp,27.2,Negative,40,NA,,,uo,25,,67
715,E694,Barnhart,Roof,4/15/2021,1003,4/16/2021,1316,25,4,G,Exhaust #32,PUF,NA,NA,NA,0,10,29,27,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,30.6,31.7,29.9,26.6,Positive (3/3),30.7,NA,,,uo,25,,67
716,E695,Barnhart,Port,NA,NA,4/16/2021,1317,25,3,NA,Port #29,Swab,NA,NA,"105, 205,  207",2,10,29,27,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,No Amp,No Amp,No Amp,28.3,Negative,40,NA,,,uo,25,,67
717,E696,Barnhart,Roof,4/15/2021,1003,4/16/2021,1318,25,3,C,Exhaust #29,PUF,NA,NA,"105, 205, 207",3,10,29,27,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,28.1,29.4,No Amp,27.3,Positive (2/3),32.5,NA,,,uo,25,,67
718,E697,Barnhart,Roof,4/15/2021,1005,4/16/2021,1322,25,2,T,Exhaust #38 & #39,PUF,NA,NA,"723, 725",2,10,29,27,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,34.5,No Amp,No Amp,28.3,Negative,38.2,NA,,,uo,25,,67
719,E698,Barnhart,Indoors,NA,NA,4/16/2021,1331,21,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,10,29,27,NA,NA,No Amp,No Amp,No Amp,28,Negative,40,NA,,,uo,25,lobby,67
720,E699,Barnhart,Indoors,NA,NA,4/16/2021,1332,21,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,10,29,27,NA,NA,30.8,No Amp,No Amp,27.6,Negative,36.9,NA,,,uo,25,lobby,67
721,E700,Barnhart,Indoors,NA,NA,4/16/2021,1333,21,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,10,29,27,NA,NA,32.4,No Amp,No Amp,No Amp,Negative,37.5,NA,,,uo,25,lobby,67
722,E701,Barnhart,Indoors,NA,NA,4/16/2021,1334,21,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,10,29,27,NA,NA,33.5,No Amp,No Amp,29.4,Negative,37.8,NA,,,uo,25,positive,67
723,E702,Barnhart,Indoors,NA,NA,4/16/2021,1335,21,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,10,29,27,NA,NA,No Amp,No Amp,No Amp,28.5,Negative,40,NA,,,uo,25,positive,67
724,E703,Barnhart,Indoors,NA,NA,4/16/2021,1336,21,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,10,29,27,NA,NA,32.8,31.5,No Amp,27.4,Positive (2/3),34.8,NA,,,uo,25,positive,67
725,E704,Barnhart,Indoors,NA,NA,4/16/2021,1337,21,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,10,29,27,NA,NA,28,29.9,No Amp,28.3,Positive (2/3),32.7,NA,,,uo,25,positive,67
726,E705,Barnhart,Indoors,NA,NA,4/16/2021,1338,21,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,10,29,27,NA,NA,31.9,32.7,30.9,27.7,Positive (3/3),31.8,NA,,,uo,25,positive,67
727,E706,Barnhart,Indoors,NA,NA,4/16/2021,1339,21,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,10,29,27,NA,NA,32.5,No Amp,No Amp,27.3,Negative,37.5,NA,,,uo,25,lobby,67
728,E707,Barnhart,Indoors,NA,NA,4/16/2021,1340,21,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,10,29,27,NA,NA,30.6,No Amp,No Amp,28.8,Negative,36.9,NA,,,uo,25,traced,67
729,E708,Barnhart,Indoors,NA,NA,4/16/2021,1341,21,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,10,29,27,NA,NA,No Amp,No Amp,No Amp,28.5,Negative,40,NA,,,uo,25,traced,67
730,E709,Barnhart,Indoors,NA,NA,4/16/2021,1342,21,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,10,29,27,NA,NA,No Amp,No Amp,No Amp,29.5,Negative,40,NA,,,uo,25,traced,67
731,E710,Barnhart,Indoors,NA,NA,4/16/2021,1343,21,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,10,29,27,NA,NA,30.9,31.7,No Amp,27,Positive (2/3),34.2,NA,,,uo,25,traced,67
732,E711,Barnhart,Indoors,NA,NA,4/17/2021,1117,22,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,17,35,28,NA,NA,29.5,31.4,No Amp,27.1,Positive (2/3),33.6,NA,,,uo,26,lobby,68
733,E712,Barnhart,Indoors,NA,NA,4/17/2021,1117,22,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,17,35,28,NA,NA,21.6,30,No Amp,26.5,Positive (2/3),30.5,NA,,,uo,26,lobby,68
734,E713,Barnhart,Indoors,NA,NA,4/17/2021,1118,22,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,17,35,28,NA,NA,32.5,32.1,33.3,27.1,Positive (3/3),32.6,NA,,,uo,26,lobby,68
735,E714,Barnhart,Indoors,NA,NA,4/17/2021,1143,22,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,17,35,28,NA,NA,32.5,No Amp,No Amp,27.4,Negative,37.5,NA,,,uo,26,positive,68
736,E715,Barnhart,Indoors,NA,NA,4/17/2021,1144,22,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,17,35,28,NA,NA,30.2,31.7,No Amp,26.8,Positive (2/3),34,NA,,,uo,26,positive,68
737,E716,Barnhart,Indoors,NA,NA,4/17/2021,1145,22,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,17,35,28,NA,NA,20.9,24.6,No Amp,26.5,Positive (2/3),28.5,NA,,,uo,26,positive,68
738,E717,Barnhart,Indoors,NA,NA,4/17/2021,1146,22,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,17,35,28,NA,NA,25.9,24.9,No Amp,25.7,Positive (2/3),30.3,NA,,,uo,26,positive,68
739,E718,Barnhart,Indoors,NA,NA,4/17/2021,1146,22,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,17,35,28,NA,NA,31.8,31.4,No Amp,27.3,Positive (2/3),34.4,NA,,,uo,26,positive,68
740,E719,Barnhart,Indoors,NA,NA,4/17/2021,1116,22,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,17,35,28,NA,NA,33.1,32.5,No Amp,26.9,Positive (2/3),35.2,NA,,,uo,26,lobby,68
741,E720,Barnhart,Indoors,NA,NA,4/17/2021,1119,22,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,17,35,28,NA,NA,32.2,31.1,31.2,28.4,Positive (3/3),31.5,NA,,,uo,26,traced,68
742,E721,Barnhart,Indoors,NA,NA,4/17/2021,1120,22,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,17,35,28,NA,NA,28.5,29.5,25.9,27.7,Positive (3/3),28,NA,,,uo,26,traced,68
743,E722,Barnhart,Indoors,NA,NA,4/17/2021,1120,22,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,17,35,28,NA,NA,31.8,31.8,No Amp,26.6,Positive (2/3),34.5,NA,,,uo,26,traced,68
744,E723,Barnhart,Indoors,NA,NA,4/17/2021,1121,22,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,17,35,28,NA,NA,32.8,33.4,No Amp,28.8,Positive (2/3),35.4,NA,,,uo,26,traced,68
745,E724,Barnhart,Port,NA,NA,4/17/2021,1125,26,5,NA,Port #26,Swab,NA,NA,402,1,17,35,28,"202, 302, 402, 502, 602, 702",NA,33.4,No Amp,No Amp,28.6,Negative,37.8,NA,,,uo,26,,68
746,E725,Barnhart,Roof,4/16/2021,NA,4/17/2021,1125,26,5,I,Exhaust #26,PUF,NA,NA,402,1,17,35,28,"202, 302, 402, 502, 602, 702",NA,28.9,30,27.3,26.7,Positive (3/3),28.7,NA,,,uo,26,,68
747,E726,Barnhart,Port,NA,NA,4/17/2021,1127,26,7,NA,Port #27,Swab,NA,NA,"204, 404",1,17,35,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,34.7,No Amp,No Amp,27.8,Negative,38.2,NA,,,uo,26,,68
748,E727,Barnhart,Roof,4/16/2021,NA,4/17/2021,1127,26,7,K,Exhaust #27,PUF,NA,NA,"204, 404",2,17,35,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.5,32.3,32.6,23.5,Positive (3/3),31.8,NA,,,uo,26,,68
749,E728,Barnhart,Port,NA,NA,4/17/2021,1128,26,9,NA,Port #30,Swab,NA,NA,"206, 208",2,17,35,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,NA,NA,NA,NA,NA,40,NA,,,uo,26,,68
750,E729,Barnhart,Roof,4/16/2021,NA,4/17/2021,1128,26,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,17,35,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,34,No Amp,No Amp,24.3,Negative,38,NA,,,uo,26,,68
751,E730,Barnhart,Port,NA,NA,4/17/2021,1130,26,8,NA,Port #31,Swab,NA,NA,"210, 212",0,17,35,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,No Amp,No Amp,No Amp,28.3,Negative,40,NA,,,uo,26,,68
752,E731,Barnhart,Roof,4/16/2021,NA,4/17/2021,1130,26,8,F,Exhaust #31,PUF,NA,NA,"210, 212",2,17,35,28,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,28.7,29.5,29.9,24.5,Positive (3/3),29.4,NA,,,uo,26,,68
753,E732,Barnhart,Port,NA,NA,4/17/2021,1132,26,1,NA,Port #34,Swab,NA,NA,"214, 216",1,17,35,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,31.1,32.7,No Amp,26.7,Positive (2/3),34.6,NA,,,uo,26,,68
754,E733,Barnhart,Roof,4/16/2021,NA,4/17/2021,1132,26,1,H,Exhaust #34,PUF,NA,NA,"214, 216",2,17,35,28,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,29,30,No Amp,26.3,Positive (2/3),33,NA,,,uo,26,,68
755,E734,Barnhart,Port,NA,NA,4/17/2021,1136,26,4,NA,Port #32,Swab,NA,NA,"209, 211",2,17,35,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,34,No Amp,No Amp,27.3,Negative,38,NA,,,uo,26,,68
756,E735,Barnhart,Roof,4/16/2021,NA,4/17/2021,1136,26,4,G,Exhaust #32,PUF,NA,NA,"209, 211",2,17,35,28,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,32.3,34.5,No Amp,27,Positive (2/3),35.6,NA,,,uo,26,,68
757,E736,Barnhart,Port,NA,NA,4/17/2021,1138,26,3,NA,Port #29,Swab,NA,NA,"105, 205, 207",3,17,35,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,32.2,No Amp,30.9,27.1,Positive (2/3),34.3,NA,,,uo,26,,68
758,E737,Barnhart,Roof,4/16/2021,NA,4/17/2021,1138,26,3,C,Exhaust #29,PUF,NA,NA,"105, 205, 207",3,17,35,28,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,28.1,30.2,No Amp,26.8,Positive (2/3),32.8,NA,,,uo,26,,68
759,E738,Barnhart,Roof,4/16/2021,NA,4/17/2021,1135,26,2,T,Exhaust #38 & #39,PUF,NA,NA,"221, 223, 225, 723, 725",5,17,35,28,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,32.9,No Amp,No Amp,25.1,Negative,37.6,NA,,,uo,26,,68
760,E739,Barnhart,Indoors,NA,NA,4/18/2021,1006,23,NA,NA,W. Entrance Door Handle Exterior,Swab,NA,NA,NA,,17,33,28,NA,NA,29.7,29.9,No Amp,26.8,Positive (2/3),33.2,NA,,,uo,27,lobby,69
761,E740,Barnhart,Indoors,NA,NA,4/18/2021,1006,23,NA,NA,W. Entrance Door Handle Interior,Swab,NA,NA,NA,,17,33,28,NA,NA,28.7,30.2,No Amp,27.1,Positive (2/3),33,NA,,,uo,27,lobby,69
762,E741,Barnhart,Indoors,NA,NA,4/18/2021,1007,23,NA,NA,Lobby Call Elevator Button,Swab,NA,NA,NA,,17,33,28,NA,NA,No Amp,No Amp,No Amp,27,Negative,40,NA,,,uo,27,lobby,69
763,E742,Barnhart,Indoors,NA,NA,4/18/2021,1034,23,NA,NA,Positive Floor Elevator Railing,Swab,NA,NA,NA,,17,33,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,uo,27,positive,69
764,E743,Barnhart,Indoors,NA,NA,4/18/2021,1034,23,NA,NA,Positive Floor Elevator Buttons,Swab,NA,NA,NA,,17,33,28,NA,NA,30,31.2,No Amp,27.3,Positive (2/3),33.7,NA,,,uo,27,positive,69
765,E744,Barnhart,Indoors,NA,NA,4/18/2021,1035,23,NA,NA,2nd Floor Elevator Call Button,Swab,NA,NA,NA,,17,33,28,NA,NA,28.3,29.9,No Amp,27.3,Positive (2/3),32.8,NA,,,uo,27,positive,69
766,E745,Barnhart,Indoors,NA,NA,4/18/2021,1036,23,NA,NA,2nd Floor N Hallway Door Handle,Swab,NA,NA,NA,,17,33,28,NA,NA,27.2,27.9,No Amp,27.4,Positive (2/3),31.7,NA,,,uo,27,positive,69
767,E746,Barnhart,Indoors,NA,NA,4/18/2021,1037,23,NA,NA,2nd Floor Stairway Door Handle,Swab,NA,NA,NA,,17,33,28,NA,NA,26.8,27.6,No Amp,27.5,Positive (2/3),31.5,NA,,,uo,27,positive,69
768,E747,Barnhart,Indoors,NA,NA,4/18/2021,1008,23,NA,NA,Ground Floor Stairway Door Handle,Swab,NA,NA,NA,,17,33,28,NA,NA,26.6,27.7,No Amp,27,Positive (2/3),31.4,NA,,,uo,27,lobby,69
769,E748,Barnhart,Indoors,NA,NA,4/18/2021,1009,23,NA,NA,Traced Floor Elevator Railing,Swab,NA,NA,NA,,17,33,28,NA,NA,32.1,31.5,33,26.2,Positive (3/3),32.2,NA,,,uo,27,traced,69
770,E749,Barnhart,Indoors,NA,NA,4/18/2021,1009,23,NA,NA,Traced Floor Elevator Buttons,Swab,NA,NA,NA,,17,33,28,NA,NA,28.7,29.2,26,26.4,Positive (3/3),28,NA,,,uo,27,traced,69
771,E750,Barnhart,Indoors,NA,NA,4/18/2021,1010,23,NA,NA,7th Floor Elevator Call Button,Swab,NA,NA,NA,,17,33,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,uo,27,traced,69
772,E751,Barnhart,Indoors,NA,NA,4/18/2021,1011,23,NA,NA,7th Floor S Hallway Door Handle,Swab,NA,NA,NA,,17,33,28,NA,NA,26.6,27,21.1,26.8,Positive (3/3),24.9,NA,,,uo,27,traced,69
773,E752,Barnhart,Port,NA,NA,4/18/2021,1016,27,5,NA,Port #26,Swab,NA,NA,402,1,17,33,28,"202, 302, 402, 502, 602, 702",NA,No Amp,33.2,No Amp,28.4,Negative,36.4,NA,,,uo,27,,69
774,E753,Barnhart,Roof,4/17/2021,1125,4/18/2021,1016,27,5,I,Exhaust #26,PUF,NA,NA,402,1,17,33,28,"202, 302, 402, 502, 602, 702",NA,29.8,31.9,No Amp,22.8,Positive (2/3),33.9,NA,,,uo,27,,69
775,E754,Barnhart,Port,NA,NA,4/18/2021,1017,27,7,NA,Port #27,Swab,NA,NA,"204, 404",2,17,33,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,34,No Amp,No Amp,27.2,Negative,38,NA,,,uo,27,,69
776,E755,Barnhart,Roof,4/17/2021,1127,4/18/2021,1017,27,7,K,Exhaust #27,PUF,NA,NA,"204, 404",2,17,33,28,"101, 106, 204, 304, 404, 504, 604, 704",NA,30.9,32.3,No Amp,26.3,Positive (2/3),34.4,NA,,,uo,27,,69
777,E756,Barnhart,Port,NA,NA,4/18/2021,1019,27,9,NA,Port #30,Swab,NA,NA,"206, 208",2,17,33,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,30.5,No Amp,29.1,26.6,Positive (2/3),33.2,NA,,,uo,27,,69
778,E757,Barnhart,Roof,4/17/2021,1128,4/18/2021,1019,27,9,Z,Exhaust #30,PUF,NA,NA,"206, 208",2,17,33,28,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,28.7,28.9,29.7,23.7,Positive (3/3),29.1,NA,,,uo,27,,69
