"","X.2","SampleID","Site","Room.Type","Start.Date","SamplerStart","CollectionDate","SamplerEnd","Entry","SamplerNumber","Cartridge","Location","CollectionMethod","Notes","Flushed.Toilets","occupiedrooms","stack.n","wing.n","building.n","s.wing.n","source.rooms","Runtime","N","ORF1ab","S","MS2","Result","ct","X","X.1","LogCopiesPerL","lab","Result.clean"
"546",83,"E80","Barnhart","Roof","3/25/2021",1026,2021-03-26,1054,4,3,"C","Exhaust #29","PUF",NA,NA,"105, 107",2,1,1,0,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"30.3","30.5","23","28.6","Positive (3/3)",27.9,NA,NA,NA,"uo","Positive"
"547",821,"E800","Barnhart","Indoors",NA,NA,2021-04-20,912,25,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"34","No Amp","32.6","27.7","Positive (2/3)",35.5,NA,NA,NA,"uo","Positive"
"548",822,"E801","Barnhart","Indoors",NA,NA,2021-04-20,913,25,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"27.3","27.7","No Amp","27.9","Positive (2/3)",31.6,NA,NA,NA,"uo","Positive"
"549",823,"E802","Barnhart","Indoors",NA,NA,2021-04-20,914,25,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,18,35,34,NA,NA,"27.4","28.6","No Amp","27.9","Positive (2/3)",32,NA,NA,NA,"uo","Positive"
"550",829,"E808","Barnhart","Port",NA,NA,2021-04-20,1212,29,5,NA,"Port #26","Swab",NA,NA,"202, 402",2,18,35,34,"202, 302, 402, 502, 602, 702",NA,"33.2","No Amp","No Amp","27.8","Negative",37.7,NA,NA,NA,"uo","Negative"
"551",84,"E81","Barnhart","Roof","3/25/2021",1035,2021-03-26,1102,4,2,NA,"Exhaust #38 & #39","PUF",NA,NA,NA,0,1,1,0,"225, 325, 425, 525, 625, 725, 221, 321, 421, 521, 621, 721, 223, 323, 423, 523, 623, 723",NA,"31.1","No Amp","25.4","28.5","Positive (2/3)",32.2,NA,NA,NA,"uo","Positive"
"552",831,"E810","Barnhart","Port",NA,NA,2021-04-20,1214,29,7,NA,"Port #27","Swab",NA,NA,"204, 404",2,18,35,34,"101, 106, 204, 304, 404, 504, 604, 704",NA,"34.2","No Amp","No Amp","27.5","Negative",38.1,NA,NA,NA,"uo","Negative"
"553",833,"E812","Barnhart","Port",NA,NA,2021-04-20,1216,29,9,NA,"Port #30","Swab",NA,NA,"206, 208",2,18,35,34,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"31.1","33.5","No Amp","27.9","Positive (2/3)",34.9,NA,NA,NA,"uo","Positive"
"554",834,"E813","Barnhart","Roof","4/19/2021",945,2021-04-20,1216,29,9,"Z","Exhaust #30","PUF",NA,NA,"206, 208",2,18,35,34,"108, 206, 208 306, 308, 406, 408, 506, 508, 606, 608, 706, 708",NA,"26.3","27.5","26.1","27.8","Positive (3/3)",26.6,NA,NA,NA,"uo","Positive"
"555",835,"E814","Barnhart","Port",NA,NA,2021-04-20,1219,29,8,NA,"Port #31","Swab",NA,NA,"210, 212",2,18,35,34,"110, 112, 210, 212, 310, 312, 410, 412, 510, 512, 610, 612, 710, 712",NA,"30.6","31.8","27.9","27.1","Positive (3/3)",30.1,NA,NA,NA,"uo","Positive"
"556",837,"E816","Barnhart","Port",NA,NA,2021-04-20,1223,29,1,NA,"Port #34","Swab",NA,NA,"214, 216",2,18,35,34,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"32.9","33.5","No Amp","27.8","Positive (2/3)",35.5,NA,NA,NA,"uo","Positive"
"557",838,"E817","Barnhart","Roof","4/19/2021",949,2021-04-20,1223,29,1,"H","Exhaust #34","PUF",NA,NA,"214, 216",2,18,35,34,"114, 116, 214, 216, 314, 316, 414, 416, 514, 516, 614, 616, 714, 716",NA,"29.2","30","24.3","28.7","Positive (3/3)",27.8,NA,NA,NA,"uo","Positive"
"558",839,"E818","Barnhart","Port",NA,NA,2021-04-20,1220,29,4,NA,"Port #32","Swab",NA,NA,"209, 211",2,18,35,34,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"32.2","No Amp","No Amp","27.4","Negative",37.4,NA,NA,NA,"uo","Negative"
"559",840,"E819","Barnhart","Roof","4/19/2021",951,2021-04-20,1220,29,4,"G","Exhaust #32","PUF",NA,NA,"209, 211",2,18,35,34,"109, 111, 209, 211, 309, 409, 509, 609, 311, 411, 511, 611, 711, 709",NA,"29.8","30.9","No Amp","28.1","Positive (2/3)",33.6,NA,NA,NA,"uo","Positive"
"560",85,"E82","Barnhart","Port",NA,NA,2021-03-26,1156,4,1,NA,"Port #40","Swab",NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"32.2","No Amp","23.2","29.4","Positive (2/3)",31.8,NA,NA,NA,"uo","Positive"
"561",841,"E820","Barnhart","Port",NA,NA,2021-04-20,1217,29,3,NA,"Port #29","Swab",NA,NA,"105, 205, 207",3,18,35,34,"105, 107, 205, 207, 305, 405, 505, 605, 705, 307, 407, 507, 607, 707",NA,"32.9","No Amp","No Amp","27.6","Negative",37.6,NA,NA,NA,"uo","Negative"
"562",86,"E83","Barnhart","Roof","3/25/2021",1030,2021-03-26,1056,4,1,NA,"Exhaust #40","PUF",NA,NA,NA,0,1,1,0,"227, 327, 427, 527, 627, 727, 229, 329, 429, 529, 629, 729",NA,"31.4","33.4","No Amp","28.8","Positive (2/3)",35,NA,NA,NA,"uo","Positive"
"563",87,"E84","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30","No Amp","21.2","29","Positive (2/3)",30.4,NA,NA,NA,"uo","Positive"
"564",88,"E85","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31.7","No Amp","32.5","26.4","Positive (2/3)",34.7,NA,NA,NA,"uo","Positive"
"565",89,"E86","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31.1","No Amp","30.4","28.2","Positive (2/3)",33.9,NA,NA,NA,"uo","Positive"
"566",90,"E87","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30.9","No Amp","No Amp","28.8","Negative",37,NA,NA,NA,"uo","Negative"
"567",91,"E88","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"Positive Floor Elevator Common Buttons","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31.5","No Amp","No Amp","29.9","Negative",37.2,NA,NA,NA,"uo","Negative"
"568",92,"E89","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"2nd Floor Elevator Call Button","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"32","No Amp","29.3","29.8","Positive (2/3)",33.8,NA,NA,NA,"uo","Positive"
"569",93,"E90","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"2nd Floor N Hallway Door Handle","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"29.6","30.1","28.4","29.8","Positive (3/3)",29.4,NA,NA,NA,"uo","Positive"
"570",94,"E91","Barnhart","Indoors",NA,NA,2021-03-26,1230,1,NA,NA,"2nd Floor Stairway Door Handle","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30.3","31.1","29.2","27.9","Positive (3/3)",30.2,NA,NA,NA,"uo","Positive"
"571",129,"E96","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"W. Entrance Door Handle Exterior","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31.6","No Amp","No Amp","27.9","Negative",37.2,NA,NA,NA,"uo","Negative"
"572",130,"E97","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"W. Entrance Door Handle Interior","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30.8","30.9","24.7","27.7","Positive (3/3)",28.8,NA,NA,NA,"uo","Positive"
"573",131,"E98","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"Lobby Call Elevator Button","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"30.7","No Amp","No Amp","28.1","Negative",36.9,NA,NA,NA,"uo","Negative"
"574",132,"E99","Barnhart","Indoors",NA,NA,2021-03-27,1002,2,NA,NA,"Positive Floor Elevator Railing","Swab",NA,NA,NA,NA,1,1,0,NA,NA,"31.6","No Amp","30.9","27.4","Positive (2/3)",34.2,NA,NA,NA,"uo","Positive"
