SampleID,Site,Room #,Date,Entry,SamplerStart,SamplerEnd,SamplerNumber,Location,CollectionMethod,Notes,N,ORF1ab,S,MS2,Result,Ct,isobuild,isonwing,isoswing,quarbuild,quarnwing,quarswing,isostack49,quarstack49,buildingcensus,stacktotal,Day,segment
6056,Barnhart,Roof,3/19/2021,42,NA,1227,NA,Roof port,swab,0 confirmed positive cases and 7 traced in building on 7th floor South,34.5,No Amp,No Amp,28.3,Negative,38.2,0,0,,5,,5,,,5,0,41,
6072,Barnhart,7 Hall North,3/20/2021,24,1110,1116,1,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,3,,3,,,3,0,42,overnight
6073,Barnhart,Roof,3/20/2021,45,1115,1119,5,Roof Exhaust TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,30.8,31.8,25.8,28.8,Positive (3/3),29.5,0,0,,3,,3,,,3,0,42,overnight
6082,Barnhart,Roof,3/20/2021,46,1119,832,5,Roof Exhaust TF,PUF,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,27.8,Negative,40,0,0,,3,,3,,,3,0,42,overnight
6071,Barnhart,2 Hall North,3/20/2021,24,1120,1112,7,TF,PUF,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,3,,3,,,3,0,42,overnight
4971,Barnhart,Lobby,2/20/2021,52,1925,907,4,TF,PUF,NA,32,No Amp,No Amp,26.8,Negative,37.3,28,21,7,26,14,12,,,54,0,14,overnight
3788,Barnhart,Lobby,2/8/2021,10,2121,800,3,TF,PUF,NA,No Amp,No Amp,No Amp,30.9,Negative,40,52,36,16,41,26,15,1,,93,1,2,overnight
6059,Barnhart,Lobby,3/20/2021,96,NA,1105,NA,Negative Swab,Swab,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.8,Negative,40,0,0,,3,,3,,,3,0,42,
6060,Barnhart,Lobby,3/20/2021,96,NA,1105,NA,Door South,Settling Plate,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.5,Negative,40,0,0,,3,,3,,,3,0,42,
6061,Barnhart,Lobby,3/20/2021,96,NA,1105,NA,Door West,Settling Plate,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.2,Negative,40,0,0,,3,,3,,,3,0,42,
6077,Barnhart,Lobby,3/20/2021,98,NA,849,NA,Negative Swab,Swab,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,27.1,Negative,40,0,0,,3,,3,,,3,0,42,
6078,Barnhart,Lobby,3/20/2021,98,NA,849,NA,Door South,Settling Plate,0 confirmed positive cases and 0 traced in building,34.5,No Amp,No Amp,27,Negative,38.2,0,0,,3,,3,,,3,0,42,
6079,Barnhart,Lobby,3/20/2021,98,NA,849,NA,Door West,Settling Plate,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,27.1,Negative,40,0,0,,3,,3,,,3,0,42,
6065,Barnhart,Roof,3/20/2021,43,NA,1115,NA,Roof port,swab,0 confirmed positive cases and 7 traced in building on 7th floor South,33.5,No Amp,No Amp,27.7,Negative,37.8,0,0,,3,,3,,,3,0,42,
6083,Barnhart,Roof,3/20/2021,45,NA,832,NA,Roof port,swab,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,28.9,Negative,40,0,0,,3,,3,,,3,0,42,
6080,Barnhart,2 Hall North,3/21/2021,25,1112,846,7,TF,PUF,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,28,Negative,40,0,0,,3,,3,,,3,0,43,other
6081,Barnhart,7 Hall North,3/21/2021,25,1116,836,1,TF,PUF,0 confirmed positive cases and 0 traced in building,No Amp,No Amp,No Amp,No Amp,Negative,40,0,0,,3,,3,,,3,0,43,overnight
6075,Barnhart,Lobby,3/21/2021,98,1110,849,3,TF,PUF,0 confirmed positive cases and 0 traced in building,31.9,No Amp,No Amp,26.1,Negative,37.3,0,0,,3,,3,,,3,0,43,between
6076,Barnhart,Lobby,3/21/2021,98,1110,849,4,TF,PUF,0 confirmed positive cases and 0 traced in building,32.1,No Amp,No Amp,27.5,Negative,37.4,0,0,,3,,3,,,3,0,43,between
6068,Barnhart,Lobby,3/21/2021,97,NA,1110,NA,Negative Swab,Swab,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,28,Negative,40,0,0,,3,,3,,,3,0,43,
6069,Barnhart,Lobby,3/21/2021,97,NA,1110,NA,Door South,Settling Plate,0 confirmed positive cases and 7 traced in building on 7th floor South,34.5,No Amp,No Amp,27.9,Negative,38.2,0,0,,3,,3,,,3,0,43,
6070,Barnhart,Lobby,3/21/2021,97,NA,1110,NA,Door West,Settling Plate,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.3,Negative,40,0,0,,3,,3,,,3,0,43,
6074,Barnhart,Roof,3/21/2021,44,NA,1119,NA,Roof port,swab,0 confirmed positive cases and 7 traced in building on 7th floor South,No Amp,No Amp,No Amp,27.6,Negative,40,0,0,,3,,3,,,3,0,43,
